Date,Agricultural_Tasks,Agricultural_Crops,Precipitation,Air_Temperature,Relative_Humidity,Atmospheric_Pressure,Wind_Speed,Cloud_Cover,Sunshine_Duration,Visibility
2020-01-01,Sow,Peanuts,815.0100401996422,49.323699056383546,73.46024114089522,916.0502041463682,92.34764727529506,56.2224233541539,14.878580308396746,39935.882272761744
2020-01-02,Harvest,Peanuts,1466.3233811056998,-21.42356676592449,32.96873629535047,1075.287967586169,143.69187896013847,42.25740906593837,3.4513447312913312,29209.44739155433
2020-01-03,Weed,Coffee,567.1040524069543,-73.21063350305029,9.693352705492075,1067.493440104866,12.266433517723641,37.693489438321016,3.8965793709881797,84573.15426390638
2020-01-04,Irrigate,Cacao,966.7114695891689,-15.165913308774194,71.58944014427381,1006.2139591217275,90.96053787007709,83.94626838742623,11.22460399808702,78732.3352148501
2020-01-05,Weed,Coffee,405.12060319591876,44.31846879730067,76.24024592515345,980.5883172110454,234.4551315375744,52.386491795970144,4.491561446128122,23333.589785541375
2020-01-06,Sow,Plantain,1341.617819394694,18.89246460207913,82.88298069223308,928.227026156221,201.0550712758015,84.9282081704981,9.860728412661825,69159.73800898975
2020-01-07,Harvest,Beans,1477.517392420665,-9.722683936089965,53.312222671967035,1057.3687761257938,288.9038128177995,94.62557420146793,14.818219169823493,93306.82773199375
2020-01-08,Sow,Coffee,1422.8492697967358,-59.172861008585734,73.16836578440868,1083.0559157636872,114.71921465699427,60.8155468970845,5.919971627095298,34269.91145148903
2020-01-09,Fertilize,Coffee,654.9803353953218,9.195099082523427,53.68257886474551,1021.5876020489225,257.7593726580472,3.720488661914989,13.842765546364621,19047.306611787575
2020-01-10,Irrigate,Coffee,496.34504101316435,11.723872486631294,83.16498635965176,936.1338847987231,84.65874903471897,56.857388611759994,12.138238008374671,61819.11749393143
2020-01-11,Prick,Coffee,1584.239532726255,-30.708633550451736,56.23371264152597,1067.2879536544508,9.563844568183555,12.821162356770454,4.4229331523560775,76948.75810949481
2020-01-12,Prick,Cassava,82.16129359270083,-27.091015722278854,69.10647201506943,1028.3600961972436,4.806713494626691,98.42952698666309,19.343786875638813,27920.824243448682
2020-01-13,Weed,Cacao,1723.23890592088,-58.52102862316958,2.7870255346425954,890.4475297716367,106.23795178964616,47.885529792876405,21.412072133515554,37367.98120490179
2020-01-14,Irrigate,Coffee,1011.6058438110198,-82.22553018952806,54.214788306851304,913.8505167315096,55.22997808348927,8.575446656983177,16.26418398068067,83698.09399456452
2020-01-15,Fertilize,Plantain,152.061282480452,-3.2240888790652775,30.167744355536453,934.6430727565122,185.0687213206848,10.245799425704538,1.814050437247344,79478.12788763398
2020-01-16,Harvest,Peanuts,1269.919791371974,-57.15537992330925,20.870393879558268,925.8364226577913,57.096782040837965,0.1841106548826299,23.516025490660272,12951.867264110728
2020-01-17,Hoe,Plantain,1158.791415544571,9.577906433399193,43.58399870925589,895.2221404743381,239.3361763178852,29.621991659639868,16.500708740577434,8699.4613766172
2020-01-18,Sow,Cacao,929.8566843764926,51.08735096011024,73.01383244399277,897.8046036318908,47.51378358390984,9.970202402536632,11.992072435541342,77966.41626515088
2020-01-19,Sow,Coffee,1635.5203998072593,53.86622888884399,96.4025743006262,1057.1425058318166,281.5743215249889,52.72469201617114,4.0985216274382905,56321.89299154039
2020-01-20,Prune,Beans,282.9140908484998,-87.0202056731427,36.741459429044795,951.9274079987017,89.38844383530167,41.51127760584702,6.534564416146748,38466.61613192741
2020-01-21,Hoe,Peanuts,744.0952287995829,-27.17039068599516,85.17037908529164,984.7920541231371,119.87599397464874,40.341459363316936,0.634217891692499,69486.6599201534
2020-01-22,Irrigate,Cocoyam,31.625914641016873,-71.03839104418762,2.7053496388372955,966.3391619963091,296.1645075055482,57.54081490145971,14.744397372443448,51578.548624608666
2020-01-23,Harvest,Tomatoes,1369.096281181708,-80.82358851589515,90.60360642435296,962.1792487487003,25.541814213086777,51.75592901940863,17.769790993472224,32099.09767675374
2020-01-24,Prune,Cocoyam,1397.3269714539013,49.57384504396221,23.890513935044133,977.1046542385408,140.07444381696007,80.5922054693782,8.996403473370215,64557.22642792691
2020-01-25,Harvest,Cassava,1060.0693250794563,-34.74938341413506,32.4093108599958,904.8325572643026,152.10432315122583,2.4292083527486685,8.663984009433637,14127.666156265052
2020-01-26,Prick,Cacao,1258.9628173279366,-55.67781829980053,79.71415704984663,1065.9769506114922,135.3504335025883,81.72926852123689,14.104358767336297,67187.0399017957
2020-01-27,Sow,Cocoyam,1060.7658394210785,-42.13046346061068,66.44718232976619,874.0615936506435,293.4591595612817,44.26674213003787,22.226781034451964,64373.29967717071
2020-01-28,Sow,Peanuts,1397.7484393576065,-65.84545011433153,73.98754751235715,970.5170773168645,88.5435884491088,63.92771867544376,1.0457020318761794,86998.62778555111
2020-01-29,Irrigate,Cocoyam,117.79296760573843,-33.446494150025245,17.734993711562698,871.7069214214987,118.97449772520473,61.240794356476144,1.3284982277152606,79029.82073006351
2020-01-30,Weed,Peanuts,1292.128810983973,-1.2838546838539884,95.41697369216291,941.7178282156947,233.96477044767843,1.2301909750869089,21.410146419329724,21167.921534162528
2020-01-31,Harvest,Cassava,623.2272681129065,-28.435742630235445,6.904711270822938,1062.1856827347272,169.60117444800878,72.5505283956272,21.25587447632323,14205.496026728171
2020-02-01,Harvest,Tomatoes,1447.4620311324165,-26.475909239838707,93.16721725080174,979.3186114951706,37.48567949876572,57.66894317788201,20.756762683258287,33046.35795743384
